,eol_pk,trait_eol_pk,predicate,value_uri,measurement,units_uri,literal
160,MetaTrait-362416396,R917-PK219505588,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,May-13
161,Trait-219505590,R917-PK219505588,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
162,Trait-219505589,R917-PK219505588,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/B_Meades,,,http://eol.org/schema/terms/B_Meades
163,Trait-219507839,R917-PK219507837,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/S_Basquill,,,http://eol.org/schema/terms/S_Basquill
164,MetaTrait-362417731,R917-PK219507837,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Feb-12
165,Trait-219507838,R917-PK219507837,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
166,Trait-219506754,R917-PK219506753,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
167,Trait-219506755,R917-PK219506753,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_McLaughlan,,,http://eol.org/schema/terms/M_McLaughlan
168,MetaTrait-362417152,R917-PK219506753,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Nov-11
169,Trait-219506539,R917-PK219506538,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/J_Archibald,,,http://eol.org/schema/terms/J_Archibald
170,Trait-219506541,R917-PK219506538,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
171,Trait-219506540,R917-PK219506538,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Baldwin,,,http://eol.org/schema/terms/K_Baldwin
172,MetaTrait-362417005,R917-PK219506538,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Nov-11
173,Trait-219505195,R917-PK219505190,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
174,MetaTrait-362416105,R917-PK219505190,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
175,Trait-219505193,R917-PK219505190,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
176,Trait-219505191,R917-PK219505190,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
177,Trait-219505192,R917-PK219505190,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
178,Trait-219505194,R917-PK219505190,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
179,Trait-219507028,R917-PK219507027,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
180,Trait-219507032,R917-PK219507027,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/W_MacKenzie,,,http://eol.org/schema/terms/W_MacKenzie
181,Trait-219507030,R917-PK219507027,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Baldwin,,,http://eol.org/schema/terms/K_Baldwin
182,Trait-219507031,R917-PK219507027,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
183,Trait-219507029,R917-PK219507027,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/J_Archibald,,,http://eol.org/schema/terms/J_Archibald
184,MetaTrait-362417284,R917-PK219507027,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-12
185,Trait-219507522,R917-PK219507519,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/W_MacKenzie,,,http://eol.org/schema/terms/W_MacKenzie
186,Trait-219507521,R917-PK219507519,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
187,Trait-219507520,R917-PK219507519,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
188,MetaTrait-362417506,R917-PK219507519,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-12
189,Trait-219506211,R917-PK219506206,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/P_Uhlig,,,http://eol.org/schema/terms/P_Uhlig
190,Trait-219506207,R917-PK219506206,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Morneau,,,http://eol.org/schema/terms/C_Morneau
191,MetaTrait-362416774,R917-PK219506206,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Jan-14
192,Trait-219506210,R917-PK219506206,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_Wester,,,http://eol.org/schema/terms/M_Wester
193,Trait-219506208,R917-PK219506206,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
194,Trait-219506209,R917-PK219506206,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_Major,,,http://eol.org/schema/terms/M_Major
195,Trait-219506804,R917-PK219506801,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/W_MacKenzie,,,http://eol.org/schema/terms/W_MacKenzie
196,MetaTrait-362417173,R917-PK219506801,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Nov-15
197,Trait-219506803,R917-PK219506801,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
198,Trait-219506802,R917-PK219506801,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
199,MetaTrait-362416597,R917-PK219505907,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Nov-11
200,Trait-219505909,R917-PK219505907,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
201,Trait-219505911,R917-PK219505907,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/P_Uhlig,,,http://eol.org/schema/terms/P_Uhlig
202,Trait-219505910,R917-PK219505907,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_Wester,,,http://eol.org/schema/terms/M_Wester
203,Trait-219505908,R917-PK219505907,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Morneau,,,http://eol.org/schema/terms/C_Morneau
204,MetaTrait-362417137,R917-PK219506734,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Feb-12
205,Trait-219506737,R917-PK219506734,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/P_Uhlig,,,http://eol.org/schema/terms/P_Uhlig
206,Trait-219506735,R917-PK219506734,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
207,Trait-219506736,R917-PK219506734,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_Wester,,,http://eol.org/schema/terms/M_Wester
208,Trait-219507556,R917-PK219507549,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_McLaughlan,,,http://eol.org/schema/terms/M_McLaughlan
209,Trait-219507553,R917-PK219507549,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Baldwin,,,http://eol.org/schema/terms/K_Baldwin
210,Trait-219507550,R917-PK219507549,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
211,Trait-219507551,R917-PK219507549,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
212,Trait-219507557,R917-PK219507549,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
213,Trait-219507554,R917-PK219507549,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
214,MetaTrait-362417524,R917-PK219507549,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
215,Trait-219507558,R917-PK219507549,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/W_MacKenzie,,,http://eol.org/schema/terms/W_MacKenzie
216,Trait-219507555,R917-PK219507549,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
217,Trait-219507552,R917-PK219507549,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/J_Archibald,,,http://eol.org/schema/terms/J_Archibald
218,Trait-219505248,R917-PK219505244,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
219,Trait-219505249,R917-PK219505244,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
220,Trait-219505247,R917-PK219505244,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
221,Trait-219505245,R917-PK219505244,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
222,MetaTrait-362416132,R917-PK219505244,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
223,Trait-219505246,R917-PK219505244,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
224,MetaTrait-362417290,R917-PK219507039,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Nov-15
225,Trait-219507040,R917-PK219507039,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
226,Trait-219507041,R917-PK219507039,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/J_Archibald,,,http://eol.org/schema/terms/J_Archibald
227,Trait-219507042,R917-PK219507039,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Baldwin,,,http://eol.org/schema/terms/K_Baldwin
228,Trait-219507044,R917-PK219507039,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/W_MacKenzie,,,http://eol.org/schema/terms/W_MacKenzie
229,Trait-219507043,R917-PK219507039,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
230,MetaTrait-362417746,R917-PK219507852,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Jan-11
231,Trait-219507853,R917-PK219507852,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
232,Trait-219507854,R917-PK219507852,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/S_Basquill,,,http://eol.org/schema/terms/S_Basquill
233,Trait-219506906,R917-PK219506905,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
234,Trait-219506910,R917-PK219506905,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
235,MetaTrait-362417233,R917-PK219506905,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
236,Trait-219506908,R917-PK219506905,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
237,Trait-219506909,R917-PK219506905,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
238,Trait-219506907,R917-PK219506905,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
239,MetaTrait-362417449,R917-PK219507370,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
240,Trait-219507371,R917-PK219507370,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
241,Trait-219507373,R917-PK219507370,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/J_Archibald,,,http://eol.org/schema/terms/J_Archibald
242,Trait-219507374,R917-PK219507370,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Baldwin,,,http://eol.org/schema/terms/K_Baldwin
243,Trait-219507372,R917-PK219507370,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
244,Trait-219507375,R917-PK219507370,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
245,Trait-219507378,R917-PK219507370,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/W_MacKenzie,,,http://eol.org/schema/terms/W_MacKenzie
246,Trait-219507377,R917-PK219507370,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
247,Trait-219507376,R917-PK219507370,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
248,Trait-219506740,R917-PK219506738,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_Wester,,,http://eol.org/schema/terms/M_Wester
249,Trait-219506739,R917-PK219506738,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
250,MetaTrait-362417140,R917-PK219506738,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Feb-12
251,Trait-219506741,R917-PK219506738,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/P_Uhlig,,,http://eol.org/schema/terms/P_Uhlig
252,Trait-219506102,R917-PK219506099,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_Major,,,http://eol.org/schema/terms/M_Major
253,MetaTrait-362416711,R917-PK219506099,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,May-13
254,Trait-219506104,R917-PK219506099,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/P_Uhlig,,,http://eol.org/schema/terms/P_Uhlig
255,Trait-219506103,R917-PK219506099,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_Wester,,,http://eol.org/schema/terms/M_Wester
256,Trait-219506100,R917-PK219506099,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Morneau,,,http://eol.org/schema/terms/C_Morneau
257,Trait-219506101,R917-PK219506099,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
258,Trait-219506189,R917-PK219506188,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Morneau,,,http://eol.org/schema/terms/C_Morneau
259,Trait-219506193,R917-PK219506188,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/P_Uhlig,,,http://eol.org/schema/terms/P_Uhlig
260,MetaTrait-362416765,R917-PK219506188,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Feb-14
261,Trait-219506192,R917-PK219506188,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_Wester,,,http://eol.org/schema/terms/M_Wester
262,Trait-219506190,R917-PK219506188,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
263,Trait-219506191,R917-PK219506188,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_Major,,,http://eol.org/schema/terms/M_Major
264,Trait-219506369,R917-PK219506368,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
265,MetaTrait-362416888,R917-PK219506368,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Nov-11
266,Trait-219506370,R917-PK219506368,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/M_McLaughlan,,,http://eol.org/schema/terms/M_McLaughlan
267,Trait-219506872,R917-PK219506869,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
268,Trait-219506871,R917-PK219506869,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Baldwin,,,http://eol.org/schema/terms/K_Baldwin
269,MetaTrait-362417209,R917-PK219506869,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-12
270,Trait-219506870,R917-PK219506869,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/J_Archibald,,,http://eol.org/schema/terms/J_Archibald
271,Trait-219506702,R917-PK219506700,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
272,Trait-219506701,R917-PK219506700,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Baldwin,,,http://eol.org/schema/terms/K_Baldwin
273,MetaTrait-362417110,R917-PK219506700,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Nov-11
274,Trait-219502700,R917-PK219502699,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
275,Trait-219502703,R917-PK219502699,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
276,Trait-219502702,R917-PK219502699,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
277,Trait-219502701,R917-PK219502699,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
278,Trait-219502704,R917-PK219502699,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
279,MetaTrait-362414749,R917-PK219502699,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
280,Trait-219502031,R917-PK219502029,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/D_Meidinger,,,http://eol.org/schema/terms/D_Meidinger
281,Trait-219502034,R917-PK219502029,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/N_Flynn,,,http://eol.org/schema/terms/N_Flynn
282,MetaTrait-362414416,R917-PK219502029,http://rs.tdwg.org/dwc/terms/measurementDeterminedDate,,,,Mar-17
283,Trait-219502032,R917-PK219502029,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
284,Trait-219502030,R917-PK219502029,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/C_Kennedy,,,http://eol.org/schema/terms/C_Kennedy
285,Trait-219502033,R917-PK219502029,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_McKenna,,,http://eol.org/schema/terms/K_McKenna
286,Trait-219501942,R917-PK219501939,http://rs.tdwg.org/dwc/terms/measurementDeterminedBy,http://eol.org/schema/terms/K_Chapman,,,http://eol.org/schema/terms/K_Chapman
